证券代码,证券简称,"广告宣传推广费(销售费用)
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2018年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2019年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2020年报
[报表类型] 合并报表
[单位] 元","所属证监会行业名称
[交易日期] 最新收盘日
[行业级别] 门类行业"
603186.SH,华正新材,,,,,,,,"2,013,715.9600","95,385.0700","619,180.3200",制造业
603187.SH,海容冷链,,,,,"2,333,435.5900","1,011,058.6800","1,181,667.0600","3,668,821.2500","1,747,496.8900","2,939,093.2100",制造业
603188.SH,亚邦股份,,,,,,,,,,,制造业
603189.SH,网达软件,,,"5,312,387.1700","38,834.9500",,,,,,,信息传输、软件和信息技术服务业
603192.SH,汇得科技,,,,,"229,091.9600","868,338.6700","1,333,088.0000","767,637.2700","768,989.7300","1,658,353.8000",制造业
603195.SH,公牛集团,,,,,,"178,159,461.8400","318,812,642.5700","330,884,615.4200","214,049,909.7000","185,645,729.3300",制造业
603196.SH,日播时尚,,,,"34,586,380.7000","24,063,483.9400","30,153,627.3700","24,674,431.8600","33,047,599.1800","27,707,688.6200","30,845,041.8500",制造业
603197.SH,保隆科技,,,,"5,865,318.1600","4,532,101.2900","4,406,833.1200","6,741,322.1300","20,687,850.1100",,"10,490,534.6000",制造业
603198.SH,迎驾贡酒,,"388,189,254.7500","439,201,571.3900","199,422,765.2100","228,555,665.6500","229,118,791.5700","245,105,574.1500","266,673,656.2100","257,172,962.7200","236,256,781.3100",制造业
603199.SH,九华旅游,"2,274,591.1200","1,694,640.4600","1,654,582.8100","2,074,559.4600","3,150,185.3200","3,388,754.5400","3,704,012.5600","6,472,687.8400","2,047,999.7000","1,706,543.5100",水利、环境和公共设施管理业
603200.SH,上海洗霸,,,,,,,"1,552,391.3200","673,776.0400","147,060.4200","90,679.2500",水利、环境和公共设施管理业
603203.SH,快克股份,,,"1,434,089.0200","1,670,392.3700","1,587,487.6900","1,450,229.4700","2,026,804.0700","2,931,792.0600","2,974,896.6700","1,971,070.1700",制造业
603208.SH,江山欧派,,,"4,055,022.0800","3,549,219.4800","6,604,160.7300","5,036,799.8800","28,836,521.7700","12,182,710.4400","14,995,709.9100","10,686,846.5900",制造业
603212.SH,赛伍技术,,,,,,,"1,977,984.5700","2,080,974.3000","1,836,856.9200",,制造业
603214.SH,爱婴室,,,,,,,,,,,批发和零售业
603217.SH,元利科技,,,,,,,,,,,制造业
603218.SH,日月股份,,,,,,,,,,,制造业
603220.SH,中贝通信,,,,,,,,,,,信息传输、软件和信息技术服务业
603221.SH,爱丽家居,,,,,,,"894,610.8700","988,438.4700","1,060,319.7200","1,334,738.7000",制造业
603222.SH,济民制药,"61,700,206.0900","69,384,738.6500","64,040,815.6200","58,149,738.3200","53,380,755.4400","47,452,419.7600","56,502,653.2200","75,614,921.1200","99,272,690.4400",,制造业
603223.SH,恒通股份,,,,,,,,,,,交通运输、仓储和邮政业
603225.SH,新凤鸣,,,,"213,594.7900","170,907.4000","832,704.7300","1,639,402.3800",,,,制造业
603226.SH,菲林格尔,,,,"53,814,134.8100","52,150,246.7000","52,577,845.2900","55,310,384.5700","50,146,042.8300","12,808,728.2500","16,432,088.6900",制造业
603227.SH,雪峰科技,,,,,,,,,"20,097.0800","60,382.6700",制造业
603228.SH,景旺电子,,,,,,,,,,,制造业
603229.SH,奥翔药业,,,,"761,167.3100","474,007.7100","900,113.3700","1,089,773.1000","1,038,339.9800","1,265,355.2300","410,063.6100",制造业
603232.SH,格尔软件,,,,"636,207.0000","125,073.9200","920,678.7000","2,110,833.4100","701,879.3600","1,645,061.4700","2,391,181.4600",信息传输、软件和信息技术服务业
603233.SH,大参林,,,,,,,,,,,批发和零售业
603236.SH,移远通信,,,,,,"2,762,190.5300","11,633,078.4600","16,720,636.7200","28,912,453.6900","33,629,228.7100",制造业
603238.SH,诺邦股份,,,"707,212.3200","577,927.8300","912,956.1400","576,542.0100","444,890.3400","1,570,183.0600","1,352,582.8700","5,755,382.5200",制造业
603239.SH,浙江仙通,,,,,,,,,,,制造业
603256.SH,宏和科技,,,,,,,,,,,制造业
603258.SH,电魂网络,,,"42,960,945.6000","61,586,746.1400","53,454,432.2200","40,687,781.5200","77,151,339.4300","86,748,489.5300","136,384,463.2000","185,377,335.9200",信息传输、软件和信息技术服务业
603259.SH,药明康德,,,,,"8,568,507.9800","12,822,744.0200","12,826,202.0300","21,715,567.7700","31,820,749.0700","26,022,480.6200",科学研究和技术服务业
603260.SH,合盛硅业,,,,"1,725,935.3300","121,639.0200","2,652,123.6400","4,716.9800","155,233.9500","153,521.1100",,制造业
603266.SH,天龙股份,,,,,,,,,,,制造业
603267.SH,鸿远电子,,,,,,"1,914,482.7600","2,007,972.5600","2,377,108.8500","1,928,435.3900","906,695.9500",制造业
603268.SH,松发股份,,"3,877,381.0700","3,205,225.4500","2,559,335.9600","4,356,223.6700","5,462,583.8500","7,107,960.2300","3,639,551.0700","2,681,243.4000","108,160.1400",制造业
603269.SH,海鸥股份,,,,,,,,,,,制造业
603277.SH,银都股份,,,"2,418,617.2400","1,415,366.7200","2,418,617.2400","3,635,529.1200","3,838,069.5900","7,368,267.2700","11,701,932.1400","5,197,796.5000",制造业
603278.SH,大业股份,,,,"67,779.4800","269,514.4300","328,052.6900","189,020.2500","107,735.8500","6,876.9000",0.0000,制造业
603279.SH,景津环保,,,,,,"1,601,640.4600","1,706,343.0900","3,421,146.4600","3,437,344.7300","2,914,429.5900",制造业
603283.SH,赛腾股份,,,,,,"2,500,578.8400","1,209,506.2600","61,084.2100","685,034.5300","183,350.1200",制造业
603286.SH,日盈电子,,,,"795,060.5800","823,029.5300","745,985.4600","892,360.9600","251,311.6500","269,875.6100","191,684.3500",制造业
603288.SH,海天味业,"262,324,749.6500","183,782,558.0400","195,080,274.1400","265,719,499.6100","380,122,030.7900","595,966,249.6200","847,727,868.8500","993,736,704.0800","859,683,682.2900","485,834,511.0900",制造业
603289.SH,泰瑞机器,,,,"3,595,190.7200","3,879,908.3000","5,687,476.5900","3,394,501.4100","5,785,661.4000","4,593,449.8800","4,156,523.7600",制造业
603290.SH,斯达半导,,,,,,"379,973.4200","477,060.9300","698,042.7300","516,955.9500",,制造业
603297.SH,永新光学,,,,,"1,353,004.8500","1,917,371.8900","2,186,219.9500","3,482,758.8600","3,018,126.6600","2,539,471.2000",制造业
603298.SH,杭叉集团,,,"13,064,506.1500","13,109,348.6600","8,756,754.5600","11,498,845.1200","10,255,995.1200","17,035,307.3300","13,928,473.9500","18,259,809.3100",制造业
603299.SH,苏盐井神,,,,,,,,,"5,560,780.7800","2,750,713.3500",制造业
603300.SH,华铁应急,,,,,,,,,,,租赁和商务服务业
603301.SH,振德医疗,,,,,"4,470,949.2000","4,260,899.4600","4,420,868.5000","6,205,236.7500","13,490,869.5300","49,071,669.6000",制造业
603303.SH,得邦照明,,,,"6,743,365.0200","17,270,099.7400","10,320,812.3600","11,327,284.5400","15,430,883.6800","29,388,248.1600","34,524,675.2500",制造业
603305.SH,旭升股份,,,,,,,,,,,制造业
603306.SH,华懋科技,"1,792,004.1600","2,052,008.7200","2,847,384.1000","3,527,306.2500","5,554,303.5600","8,106,198.3100","9,140,181.2600","4,752,843.4300","1,679,017.8300",,制造业
603308.SH,应流股份,"13,338,311.6600","15,712,102.5800","16,894,931.8100","21,739,353.2100","15,127,774.3500","14,523,047.2500","16,220,857.7500","12,574,606.0900","12,165,740.3700","9,623,882.6000",制造业
603309.SH,维力医疗,,"1,062,460.8400","888,529.1300","1,024,455.7500","1,781,147.6700","3,711,658.6900","3,248,507.2500",,,,制造业
603311.SH,金海高科,,"287,797.4400","313,703.6700","164,212.6400","331,553.2900","304,354.4100","213,716.5500","340,505.7700","265,190.0200","1,477,267.5400",制造业
603313.SH,梦百合,,,"15,089,232.0600","13,214,101.2200","31,149,373.0700","37,155,437.6100","72,914,263.5200","71,981,173.9700","73,573,916.6100","143,587,255.6400",制造业
603315.SH,福鞍股份,,,,,"345,110.0700","530,134.5400","311,199.2500","127,437.2700","422,509.6000",0.0000,制造业
603316.SH,诚邦股份,,,,,,,,,,,建筑业
603317.SH,天味食品,,,,,,"41,136,456.0600","49,884,540.6400","89,413,067.7900","107,608,362.7300","298,740,363.0300",制造业
603318.SH,派思股份,,"404,619.2200","29,000.0000","116,126.0500","86,222.1700","94,744.8100","318,184.6000","1,225,878.9500","9,898.6400","195,625.8300",电力、热力、燃气及水生产和供应业
603319.SH,湘油泵,,,,,,,,,"934,742.8200","1,072,923.0200",制造业
603320.SH,迪贝电气,,,,,,,,,,,制造业
603321.SH,梅轮电梯,,,,"1,381,021.5300","1,702,317.5100","1,927,194.3500","2,595,426.5700","2,406,348.2800","902,425.4900","1,174,736.2900",制造业
603322.SH,超讯通信,,,"107,346.0000","68,056.0000","112,316.2400","1,267,932.4200","6,213.5900","2,606,623.5600","5,523,459.3100","2,091,000.1900",信息传输、软件和信息技术服务业
603323.SH,苏农银行,,,,,,,,,,,金融业
603324.SH,盛剑环境,,,,,,,,,,,制造业
603326.SH,我乐家居,,,,"37,923,514.9500","17,761,879.6200","30,688,846.1600","47,375,765.3600","27,376,977.7100","79,882,468.4300","59,497,657.0700",制造业
603327.SH,福蓉科技,,,,,,,,,,,制造业
603328.SH,依顿电子,,,,,,,,,,,制造业
603329.SH,上海雅仕,,,,"16,981.1300","62,958.0000","82,600.0000","145,720.0000","7,263.3500",895.0000,"5,660.3800",交通运输、仓储和邮政业
603330.SH,上海天洋,,,"221,203.3700","649,704.3100","2,447,763.3600","5,174,389.7400","5,332,476.8300","5,619,158.1100","5,927,701.4000","3,537,220.0100",制造业
603331.SH,百达精工,,,,,,,,,,,制造业
603332.SH,苏州龙杰,,,,,,,,,,"439,791.5300",制造业
603333.SH,尚纬股份,,"12,733,094.1000","11,540,967.0900","405,939.2500","211,659.9500","946,007.5200","51,628.0000","8,635.5600",,"50,325,646.3400",制造业
603335.SH,迪生力,,,,"3,944,028.6200","4,520,396.8900","4,239,371.5100","3,452,556.2000","3,521,159.8500","2,681,263.4300","497,475.7900",制造业
603336.SH,宏辉果蔬,,,,,,,,"271,006.5000","195,085.1300","105,944.2200",制造业
603337.SH,杰克股份,,,"9,528,353.2600","7,088,368.9000","10,222,179.7300","11,722,441.1100","22,380,887.5000","23,312,807.8000","25,586,934.4800","19,288,826.0400",制造业
603338.SH,浙江鼎力,,"1,932,253.7500","1,952,967.0100","5,023,855.0800","10,758,809.4100","11,227,972.1400","4,955,299.3000","13,751,762.3200","9,504,041.4000","17,239,557.3400",制造业
603339.SH,四方科技,,,"2,080,692.4800","1,675,559.1500","2,237,332.3700","2,192,939.1500","2,022,585.8300","3,689,191.9000","3,437,557.2900","2,045,122.8100",制造业
603345.SH,安井食品,,,"48,688,296.1400","57,679,919.7500","95,287,908.4900","99,387,817.2500","113,695,714.2200","128,678,209.2200","152,358,223.9500","164,701,632.3200",制造业
603348.SH,文灿股份,,,,,,,,,,,制造业
603351.SH,威尔药业,,,,,,,,"854,673.7700",,,制造业
603353.SH,和顺石油,,,,,,,"1,443,879.6500","3,141,922.5300","527,652.3100","5,745,270.7100",批发和零售业
603355.SH,莱克电气,,"9,829,170.5400","12,766,949.1300","18,032,587.5600","16,820,714.2400","40,051,927.1500","37,578,141.7700","58,916,815.1600","46,813,613.8300","64,336,439.9200",制造业
603356.SH,华菱精工,,,,"576,812.5800","624,961.5800","376,685.2900","397,446.7600","1,186,317.5200","376,795.4100","3,358,064.6300",制造业
603357.SH,设计总院,,,,,,,,,,,科学研究和技术服务业
603358.SH,华达科技,,,,,,,,,"2,661,509.0600","64,467.3300",制造业
603359.SH,东珠生态,,,,,,,,,,,水利、环境和公共设施管理业
603360.SH,百傲化学,,,"426,423.1500","820,339.0600","475,383.3700","401,927.6700","282,826.7200","390,010.9400","230,554.1000",0.0000,制造业
603363.SH,傲农生物,,,,"804,633.1800","1,181,924.5600","800,776.8700","4,601,005.6700","444,557.9900",,,制造业
603365.SH,水星家纺,,,,"122,583,532.5500","75,462,981.8700","101,359,294.6900","139,184,724.0100","172,386,520.7400","234,722,340.4300","271,931,367.5000",制造业
603366.SH,日出东方,,"180,104,622.7600","199,032,952.2900","210,608,321.1400","256,791,404.4200","181,865,877.0800","253,855,487.6700","262,286,005.5200","228,699,229.5700","207,007,534.4900",制造业
603367.SH,辰欣药业,,,,"183,055,058.8500","186,032,854.6500","300,912,577.1500","569,449,817.2600","904,405,294.1300","1,143,187,962.0200","1,142,787,149.0700",制造业
603368.SH,柳药股份,"1,244,756.5600","1,783,063.0700","2,647,221.4200","3,745,766.0000","320,196.0000","774,819.2900","426,175.3300","2,412,797.7700","5,166,834.6700","7,691,592.5100",批发和零售业
603369.SH,今世缘,"337,675,149.5100","339,220,387.2400","364,239,027.6100","275,395,302.7500","192,320,625.3600","234,619,747.5400","236,628,004.0300","325,965,212.3900","516,371,650.6000","546,081,424.3800",制造业
603377.SH,东方时尚,,"28,521,319.0000","26,036,226.8600","46,320,781.6400","35,970,989.4800","22,671,997.9400","19,307,078.3800","24,184,708.3700","35,728,591.4200","23,725,233.1700",教育
603378.SH,亚士创能,,,,"1,819,439.3200","4,745,076.3700","4,843,324.2400","2,172,396.1100","3,385,341.9100","21,428,674.5600","11,967,114.8000",制造业
603379.SH,三美股份,,,,,,"2,914,864.9300","2,031,569.6000","4,826,433.0000","9,885,978.3100","5,887,359.9000",制造业
603380.SH,易德龙,,,,"1,252,330.6400","961,821.5600","2,101,067.4600","1,562,211.7500","2,517,711.2900","2,539,756.7100","2,973,999.9300",制造业
603383.SH,顶点软件,,,,"929,922.4400","552,209.8500","978,969.9400","2,075,595.9300","647,231.4400","1,540,860.9800","1,581,027.2400",信息传输、软件和信息技术服务业
603385.SH,惠达卫浴,,,,"26,723,857.5900","34,105,587.4900","37,637,720.9100","40,393,686.4200","59,007,064.1400","53,520,865.9200","60,133,133.4700",制造业
603386.SH,广东骏亚,,,,,,,,,,,制造业
603387.SH,基蛋生物,,,,"1,651,667.2000","2,779,429.2600","3,566,032.3700","5,887,301.8200","13,007,555.3600",,"38,440,153.8900",制造业
603388.SH,元成股份,,,,,,,,,,,建筑业
603389.SH,亚振家居,,,"23,052,860.3000","21,052,002.9700","16,190,603.8900","16,058,404.3400","15,510,009.2400","14,129,695.7400","8,278,059.6600","6,554,042.2000",制造业
603390.SH,通达电气,,,,,,"845,828.1000","410,945.9300","592,062.0800","552,113.8200","1,758,324.2700",制造业
603392.SH,万泰生物,,,,,,,"5,985,891.3500","3,662,662.9500","2,490,425.6000","6,596,325.4400",制造业
603393.SH,新天然气,,,,,,,,,,,电力、热力、燃气及水生产和供应业
603396.SH,金辰股份,,,,"708,946.5600","1,598,328.6300","1,666,839.7800","1,482,867.4500","1,556,906.9000","1,550,079.8700","879,487.1300",制造业
603398.SH,邦宝益智,,,,,,"9,639,284.6900","8,005,126.1200","3,830,391.6000","2,796,188.1200","3,074,057.8900",制造业
603399.SH,吉翔股份,,"47,803.0200","161,005.6600","30,203.7700","58,410.9500","39,883.3900",0.0000,"4,255,314.2300","4,111,969.4800",0.0000,制造业
603408.SH,建霖家居,,,,,,,,,,"9,823,490.2300",制造业
603416.SH,信捷电气,,,"628,146.8200","507,404.0400","358,002.0000","1,018,078.0700","772,961.2100","908,935.2100","1,683,912.3100","4,565,080.0100",制造业
603421.SH,鼎信通讯,,,,,,,,,,,信息传输、软件和信息技术服务业
603429.SH,集友股份,,,,,,,"767,115.6400",0.0000,"1,708,749.6200","37,085.5300",制造业
603439.SH,贵州三力,,,,,,"217,143,003.8400","272,411,894.1100","309,963,823.3400","363,964,148.9300","215,398,103.0000",制造业
603444.SH,吉比特,,,"21,278,755.9300","22,433,968.9200","21,255,747.4500","143,108,274.3600","119,729,492.5200","86,655,845.8400","169,344,506.5500","240,948,860.6200",信息传输、软件和信息技术服务业
603456.SH,九洲药业,"1,072,261.6500","1,206,289.6600","1,195,653.6200","1,788,264.5200","2,186,474.9400","3,056,223.7000","2,539,119.0800","3,022,304.7700","3,737,106.7300","1,507,815.9100",制造业
603458.SH,勘设股份,,,,,,,,,,,科学研究和技术服务业
603466.SH,风语筑,,,,"3,265,403.4800","4,700,467.3000","7,905,033.6800","5,407,946.5300","8,093,000.7500","5,154,914.5200","3,871,023.2900",文化、体育和娱乐业
603477.SH,巨星农牧,,,,"211,440.0000","230,886.7900","66,549.9000","23,300.9700","97,241.8400","125,827.6800","2,052,410.6500",农、林、牧、渔业
603486.SH,科沃斯,,,,,"164,054,068.2300","246,394,631.0400","323,142,683.4100","506,489,571.0600","590,381,367.8100","836,347,254.8000",制造业
603488.SH,展鹏科技,,,,"337,998.0000",,"678,109.4300",0.0000,"801,965.7500",0.0000,"713,148.9700",制造业
603489.SH,八方股份,,,,,,"3,363,564.3500","5,085,477.9800","9,523,357.5900","9,867,694.1800","13,910,517.7900",制造业
603496.SH,恒为科技,,,,,,,,,,,制造业
603499.SH,翔港科技,,,,,,,,,,,制造业
603500.SH,祥和实业,,,,,,,,,,,制造业
603501.SH,韦尔股份,,,,"476,264.1600","2,607,790.0300","2,760,809.1700","1,966,556.6500","3,205,708.8800","10,685,729.3400","9,247,951.0100",制造业
603505.SH,金石资源,,,,,,,,,,,采矿业
603506.SH,南都物业,,,,"2,597,052.4000","759,958.7800","1,771,383.4200","5,543,203.7000","7,277,005.6200","4,364,700.6700","5,003,296.4600",房地产业
603507.SH,振江股份,,,,,,,,,,,制造业
603508.SH,思维列控,,,,,,,,,,,制造业
603515.SH,欧普照明,,,"52,242,245.8000","73,925,174.1300","82,980,260.9200","133,715,377.8700","86,263,175.6700","120,551,156.5600","47,690,665.6600","55,789,234.3000",制造业
603516.SH,淳中科技,,,,"2,898,972.4600","2,813,649.4100","2,745,815.7100","3,136,939.0500","2,602,380.2800","2,871,128.5500","1,313,757.1800",制造业
603517.SH,绝味食品,,,"81,858,389.3200","67,851,753.1600","71,071,514.1700","65,002,876.0900","186,088,007.0600","48,079,221.3300","34,948,065.0100","34,326,009.4900",制造业
603518.SH,锦泓集团,,,,,"9,146,777.7100","12,433,019.7700","45,779,915.7600","48,055,396.4600","73,505,630.2100","83,267,688.1100",制造业
603519.SH,立霸股份,,,,,,,,,,,制造业
603520.SH,司太立,,"1,800,915.4600","1,063,506.0100","919,592.8500","581,266.8900","1,044,198.1800","1,024,934.3200","965,261.6600","2,700,563.1000","3,159,527.8400",制造业
603527.SH,众源新材,,,,,,,,,,,制造业
603528.SH,多伦科技,,,"888,040.7800","954,741.4600","1,886,843.4000","1,259,257.7800","733,245.2000","155,283.7200","409,892.3800","818,597.3200",制造业
603530.SH,神马电力,,,,,,"2,358,331.7100","1,683,736.8800","4,684,321.1900","1,916,417.2800","2,234,499.7600",制造业
603533.SH,掌阅科技,,,,"65,465,861.8400","134,304,920.3900","189,353,903.0200","216,850,144.7600","230,817,833.9700","363,584,170.6700","419,617,531.7700",信息传输、软件和信息技术服务业
603535.SH,嘉诚国际,,,,"2,351,084.8600","1,757,346.8700","1,543,127.6700","1,637,412.4200","4,452,607.7800","6,755,799.7100","6,758,414.0000",交通运输、仓储和邮政业
603536.SH,惠发食品,,,,"30,139,913.1600","42,627,200.0400","32,210,300.9400","22,364,273.6500","26,044,170.4500","32,026,557.6900","40,624,751.1500",制造业
603538.SH,美诺华,,,,"968,472.6400","847,654.7500","747,572.3000","3,197,661.6500","1,327,864.6000","2,104,662.6100","1,139,169.2200",制造业
603551.SH,奥普家居,,,,,,"70,140,746.0200","109,805,823.5600","111,485,744.9000","109,358,736.7900","101,488,246.7600",制造业
603555.SH,*ST贵人,"355,260,273.1500","305,072,407.2000","182,777,059.6300","144,801,781.8900","144,870,716.6800","80,965,425.0500","72,427,923.9600","45,580,574.8800","40,318,053.6900","24,057,266.6200",制造业
603556.SH,海兴电力,,,"2,800,963.5700","1,234,027.7500","2,146,048.7400","2,312,936.4400","2,549,016.6700","2,311,096.8500","1,787,584.3000",,制造业
603557.SH,ST起步,,,,"58,452,281.6800","80,550,242.7000","84,901,762.2500","92,193,461.1600","103,680,733.1500","84,207,323.1100","103,752,696.5100",制造业
603558.SH,健盛集团,"798,939.5400","1,471,498.0700","4,159,368.9700","3,159,342.3700","8,112,152.5600","12,639,161.2400","11,883,718.1900","10,152,858.0300","12,865,880.3300","19,948,994.3100",制造业
603559.SH,中通国脉,,,"143,088.0000","23,119.0000","38,920.0000",0.0000,,,,,信息传输、软件和信息技术服务业
603565.SH,中谷物流,,,,,,,,,,,交通运输、仓储和邮政业
603566.SH,普莱柯,,"42,504,576.3200","44,985,238.4000","58,247,846.2400","52,334,718.9700","63,118,872.9600","65,635,091.2100","60,482,298.0700","67,956,818.9300","116,006,997.5300",制造业
603567.SH,珍宝岛,,"7,158,674.7300","7,031,958.8800","8,226,713.0800","187,431,468.3600","268,207,476.8400","287,296,364.1200","351,316,210.4100","707,081,074.9900","594,781,586.1200",制造业
603568.SH,伟明环保,,,,,,,,,,,水利、环境和公共设施管理业
603569.SH,长久物流,,,,,,,"2,067,858.0200",,"191,577.0800",,租赁和商务服务业
603577.SH,汇金通,,,"720,000.0000","11,062.0000","62,603.5000","214,409.9000","175,203.6900","195,938.4700","198,814.8300","344,551.9300",制造业
603578.SH,三星新材,,,,"387,294.0000","441,279.0000","269,384.9300","32,963.9000","136,248.5100","306,337.5000","548,577.5900",制造业
603579.SH,荣泰健康,,,"20,422,497.4000","32,742,352.6900","44,977,918.1300","86,787,854.5400","106,714,432.5900","122,917,716.8100","101,852,726.3100","99,157,702.6300",制造业
603580.SH,艾艾精工,,,,"863,656.8000","444,001.9700","439,157.4800","1,067,432.2300","1,069,222.3200","1,874,029.8800","989,966.2400",制造业
603583.SH,捷昌驱动,,,,,"1,376,242.3700","3,157,679.7300","4,143,819.2000","5,556,128.9500","6,871,399.8600","5,455,515.4900",制造业
603585.SH,苏利股份,,,"124,755.3100","1,056,270.9200","553,520.7800","627,921.5200","808,137.8900","702,307.0400","1,010,635.5400","1,023,416.3900",制造业
603586.SH,金麒麟,,,,"3,980,348.7400","2,796,383.1600","3,633,389.2700","5,262,982.0200","2,523,433.0000","2,457,483.8100","1,127,702.1000",制造业
603587.SH,地素时尚,,,,,,,,,,,制造业
603588.SH,高能环境,,,,,,,,,,,水利、环境和公共设施管理业
603589.SH,口子窖,,"276,418,641.7500","318,673,741.0700","322,201,570.8000","278,363,165.5300","278,961,554.3900","219,943,274.4200","238,031,431.4300","289,191,122.0400","382,396,614.8700",制造业
603590.SH,康辰药业,,,,,"118,336,242.5500","59,944,442.0300","273,845,679.7500","579,708,030.4600","613,297,690.8100","448,576,120.9400",制造业
603595.SH,东尼电子,,,,"26,674.5300","128,378.6200","129,325.0800","1,698,373.5400","309,553.9200","251,535.8500","69,306.9300",制造业
603596.SH,伯特利,,,,,,,"4,528,301.8500","4,716,981.1300",0.0000,"3,738,986.1700",制造业
603598.SH,引力传媒,,,,,,,,,,,租赁和商务服务业
603599.SH,广信股份,,"701,159.1500","606,924.1700","823,534.8200","871,463.7300","2,704,275.5600","1,823,204.6900","2,925,411.4800",,,制造业
603600.SH,永艺股份,"3,318,887.3800","3,703,202.8500","3,701,989.4000","3,751,839.6600","10,767,464.0300","7,624,352.5900","13,775,685.0800","16,351,605.4700","19,508,012.4500","38,446,241.8300",制造业
603601.SH,再升科技,"55,988.4800","193,652.9500","93,490.6300","107,110.0000","235,123.1600","664,673.0300","1,657,282.7100","1,526,537.1400","1,192,482.9100","2,873,647.2500",制造业
603602.SH,纵横通信,,,,,,,,,,,信息传输、软件和信息技术服务业
603603.SH,博天环境,,,"492,742.0600","1,191,530.0400","3,470,005.1500","3,865,031.5200","4,057,606.0000","3,878,687.3600",,"437,967.7000",水利、环境和公共设施管理业
603605.SH,珀莱雅,,,,,,,,,,,制造业
603606.SH,东方电缆,"2,798,272.9300","1,184,306.5800","1,900,591.4800","1,464,659.9900","2,989,838.9000","743,188.6800","906,802.3500","2,487,309.3900","2,537,559.6500","6,110,259.5500",制造业
603607.SH,京华激光,,,,,,,,,"922,925.5300","1,595,715.0900",制造业
603608.SH,天创时尚,,"16,508,662.0000","39,672,172.0000","46,191,319.0000","34,065,824.0000","31,027,021.0000","41,427,730.0000","66,026,403.0000","58,480,197.0000","88,588,837.0000",制造业
603609.SH,禾丰股份,,,"10,457,400.0000","12,669,541.4500","9,607,200.2400","8,272,449.4200","9,981,841.5000","10,584,270.7400","13,494,317.6600","17,886,211.0100",制造业
603610.SH,麒盛科技,,,,,,"8,880,493.3000","13,971,923.7300","42,095,821.7800","51,164,632.4800","61,551,437.2500",制造业
603611.SH,诺力股份,"3,575,931.2800","2,077,192.8200","4,007,149.8600","2,992,347.2800","2,639,393.6500","4,045,733.9700","6,452,106.9300","6,765,615.7400","10,513,252.5700","26,385,768.6900",制造业
603612.SH,索通发展,,,,,,,,,,,制造业
603613.SH,国联股份,,,,,,"1,513,541.3400","2,815,847.9600","2,142,410.5800","2,588,907.7500","5,010,198.9400",信息传输、软件和信息技术服务业
603615.SH,茶花股份,,,"989,919.2300","2,154,412.8200","1,324,115.8100","1,864,209.1100","1,210,388.2100","378,632.8800","724,824.1800","592,044.3400",制造业
603616.SH,韩建河山,,"664,694.3600","649,740.0000","823,200.0000","1,296,212.2400","884,874.2300","1,037,495.6800","1,961,660.5200","1,737,394.9100","1,661,404.5600",制造业
603617.SH,君禾股份,,,,"1,521,726.6000","2,120,283.5900","2,232,374.9600","2,168,467.2600","1,024,613.9300","1,038,985.4300","195,511.9900",制造业
603618.SH,杭电股份,,,,,,,,,,,制造业
603619.SH,中曼石油,,,,"1,104,589.5900","652,434.0500","695,527.2200","38,206.9900","1,622,978.6600","1,833,313.0000","147,735.4300",采矿业
603626.SH,科森科技,,,,,,,,,"1,890,694.7800","481,792.2800",制造业
603628.SH,清源股份,,,"4,955,701.5100","5,459,438.3200","6,068,869.1100","4,569,910.2800","4,306,067.1300","3,820,126.2000","4,508,594.7700","3,115,333.6800",制造业
603629.SH,利通电子,,,,,,,,,,,制造业
603630.SH,拉芳家化,,,,"177,652,697.0500","206,546,393.8800","229,406,915.9100","195,274,123.3200","141,974,079.1600","148,542,780.8600","96,146,449.5600",制造业
603633.SH,徕木股份,,,,,,"117,872.6800",,"619,946.3500","701,969.8000","1,097,879.4200",制造业
603636.SH,南威软件,,,,,,,,,,,信息传输、软件和信息技术服务业
603637.SH,镇海股份,,,,,,,,"76,106.3300","111,550.1400","40,845.1800",建筑业
603638.SH,艾迪精密,,,"293,367.1200","1,623,375.3300","614,639.7300","852,045.8900","1,643,784.3000","2,260,852.5900","4,887,322.6400","16,463,354.8700",制造业
603639.SH,海利尔,,,"10,232,195.4400","8,850,434.2500","8,209,511.5400","11,211,668.4000","9,219,207.9400","12,027,691.9000","11,467,162.3300","16,198,996.0200",制造业
603648.SH,畅联股份,,,,,,,,,,,租赁和商务服务业
603650.SH,彤程新材,,,,,,,,,,,制造业
603655.SH,朗博科技,,,,,,,,,,,制造业
